Cell,Original Cluster,Cluster Nr
Cell3456_1,Group2,2
Cell3457_1,Group1,1
Cell3458_1,Group5,5
Cell3459_1,Group2,2
Cell3460_1,Group1,1
Cell3461_1,Group3,3
Cell3462_1,Group2,2
Cell3463_1,Group2,2
Cell3464_1,Group5,5
Cell3465_1,Group4,4
Cell3466_1,Group2,2
Cell3467_1,Group5,5
Cell3468_1,Group2,2
Cell3469_1,Group5,5
Cell3470_1,Group1,1
Cell3471_1,Group5,5
Cell3472_1,Group3,3
Cell3473_1,Group3,3
Cell3474_1,Group2,2
Cell3475_1,Group4,4
Cell3476_1,Group4,4
Cell3477_1,Group2,2
Cell3478_1,Group1,1
Cell3479_1,Group2,2
Cell3480_1,Group3,3
Cell3481_1,Group1,1
Cell3482_1,Group1,1
Cell3483_1,Group2,2
Cell3484_1,Group4,4
Cell3485_1,Group4,4
Cell3486_1,Group1,1
Cell3487_1,Group4,4
Cell3488_1,Group3,3
Cell3489_1,Group2,2
Cell3490_1,Group4,4
Cell3491_1,Group1,1
Cell3492_1,Group3,3
Cell3493_1,Group3,3
Cell3494_1,Group3,3
Cell3495_1,Group4,4
Cell3496_1,Group4,4
Cell3497_1,Group4,4
Cell3498_1,Group4,4
Cell3499_1,Group3,3
Cell3500_1,Group3,3
Cell3501_1,Group5,5
Cell3502_1,Group2,2
Cell3503_1,Group2,2
Cell3504_1,Group2,2
Cell3505_1,Group1,1
Cell3506_1,Group5,5
Cell3507_1,Group3,3
Cell3508_1,Group3,3
Cell3509_1,Group2,2
Cell3510_1,Group1,1
Cell3511_1,Group4,4
Cell3512_1,Group2,2
Cell3513_1,Group4,4
Cell3514_1,Group4,4
Cell3515_1,Group5,5
Cell3516_1,Group3,3
Cell3517_1,Group5,5
Cell3518_1,Group2,2
Cell3519_1,Group3,3
Cell3520_1,Group4,4
Cell3521_1,Group3,3
Cell3522_1,Group5,5
Cell3523_1,Group4,4
Cell3524_1,Group1,1
Cell3525_1,Group3,3
Cell3526_1,Group2,2
Cell3527_1,Group5,5
Cell3528_1,Group3,3
Cell3529_1,Group2,2
Cell3530_1,Group5,5
Cell3531_1,Group5,5
Cell3532_1,Group4,4
Cell3533_1,Group4,4
Cell3534_1,Group2,2
Cell3535_1,Group1,1
Cell3536_1,Group4,4
Cell3537_1,Group1,1
Cell3538_1,Group3,3
Cell3539_1,Group1,1
Cell3540_1,Group3,3
Cell3541_1,Group5,5
Cell3542_1,Group3,3
Cell3543_1,Group5,5
Cell3544_1,Group5,5
Cell3545_1,Group4,4
Cell3546_1,Group1,1
Cell3547_1,Group4,4
Cell3548_1,Group2,2
Cell3549_1,Group5,5
Cell3550_1,Group1,1
Cell3551_1,Group1,1
Cell3552_1,Group2,2
Cell3553_1,Group5,5
Cell3554_1,Group1,1
Cell3555_1,Group3,3
Cell3556_1,Group1,1
Cell3557_1,Group1,1
Cell3558_1,Group3,3
Cell3559_1,Group1,1
Cell3560_1,Group4,4
Cell3561_1,Group5,5
Cell3562_1,Group5,5
Cell3563_1,Group5,5
Cell3564_1,Group3,3
Cell3565_1,Group2,2
Cell3566_1,Group5,5
Cell3567_1,Group1,1
Cell3568_1,Group3,3
Cell3569_1,Group3,3
Cell3570_1,Group4,4
Cell3571_1,Group2,2
Cell3572_1,Group1,1
Cell3573_1,Group1,1
Cell3574_1,Group5,5
Cell3575_1,Group5,5
Cell3576_1,Group2,2
Cell3577_1,Group5,5
Cell3578_1,Group3,3
Cell3579_1,Group4,4
Cell3580_1,Group3,3
Cell3581_1,Group2,2
Cell3582_1,Group5,5
Cell3583_1,Group2,2
Cell3584_1,Group3,3
Cell3585_1,Group5,5
Cell3586_1,Group3,3
Cell3587_1,Group2,2
Cell3588_1,Group5,5
Cell3589_1,Group5,5
Cell3590_1,Group4,4
Cell3591_1,Group3,3
Cell3592_1,Group5,5
Cell3593_1,Group5,5
Cell3594_1,Group3,3
Cell3595_1,Group5,5
Cell3596_1,Group3,3
Cell3597_1,Group2,2
Cell3598_1,Group5,5
Cell3599_1,Group3,3
Cell3600_1,Group1,1
Cell3601_1,Group5,5
Cell3602_1,Group4,4
Cell3603_1,Group5,5
Cell3604_1,Group3,3
Cell3605_1,Group4,4
Cell3606_1,Group2,2
Cell3607_1,Group2,2
Cell3608_1,Group5,5
Cell3609_1,Group1,1
Cell3610_1,Group2,2
Cell3611_1,Group1,1
Cell3612_1,Group3,3
Cell3613_1,Group3,3
Cell3614_1,Group5,5
Cell3615_1,Group5,5
Cell3616_1,Group1,1
Cell3617_1,Group4,4
Cell3618_1,Group2,2
Cell3619_1,Group5,5
Cell3620_1,Group1,1
Cell3621_1,Group5,5
Cell3622_1,Group1,1
Cell3623_1,Group1,1
Cell3624_1,Group4,4
Cell3625_1,Group2,2
Cell3626_1,Group1,1
Cell3627_1,Group5,5
Cell3628_1,Group5,5
Cell3629_1,Group1,1
Cell3630_1,Group3,3
Cell3631_1,Group5,5
Cell3632_1,Group4,4
Cell3633_1,Group3,3
Cell3634_1,Group4,4
Cell3635_1,Group4,4
Cell3636_1,Group4,4
Cell3637_1,Group2,2
Cell3638_1,Group4,4
Cell3639_1,Group3,3
Cell3640_1,Group4,4
Cell3641_1,Group4,4
Cell3642_1,Group5,5
Cell3643_1,Group4,4
Cell3644_1,Group5,5
Cell3645_1,Group4,4
Cell3646_1,Group5,5
Cell3647_1,Group2,2
Cell3648_1,Group5,5
Cell3649_1,Group2,2
Cell3650_1,Group1,1
Cell3651_1,Group4,4
Cell3652_1,Group5,5
Cell3653_1,Group3,3
Cell3654_1,Group1,1
Cell3655_1,Group5,5
Cell3656_1,Group3,3
Cell3657_1,Group5,5
Cell3658_1,Group2,2
Cell3659_1,Group2,2
Cell3660_1,Group4,4
Cell3661_1,Group1,1
Cell3662_1,Group3,3
Cell3663_1,Group2,2
Cell3664_1,Group3,3
Cell3665_1,Group3,3
Cell3666_1,Group1,1
Cell3667_1,Group2,2
Cell3668_1,Group1,1
Cell3669_1,Group5,5
Cell3670_1,Group2,2
Cell3671_1,Group5,5
Cell3672_1,Group3,3
Cell3673_1,Group4,4
Cell3674_1,Group5,5
Cell3675_1,Group5,5
Cell3676_1,Group2,2
Cell3677_1,Group1,1
Cell3678_1,Group5,5
Cell3679_1,Group5,5
Cell3680_1,Group1,1
Cell3681_1,Group1,1
Cell3682_1,Group2,2
Cell3683_1,Group5,5
Cell3684_1,Group1,1
Cell3685_1,Group2,2
Cell3686_1,Group1,1
Cell3687_1,Group2,2
Cell3688_1,Group3,3
Cell3689_1,Group5,5
Cell3690_1,Group3,3
Cell3691_1,Group3,3
Cell3692_1,Group4,4
Cell3693_1,Group2,2
Cell3694_1,Group5,5
Cell3695_1,Group4,4
Cell3696_1,Group4,4
Cell3697_1,Group4,4
Cell3698_1,Group2,2
Cell3699_1,Group2,2
Cell3700_1,Group4,4
Cell3701_1,Group5,5
Cell3702_1,Group3,3
Cell3703_1,Group4,4
Cell3704_1,Group4,4
Cell3705_1,Group4,4
Cell3706_1,Group4,4
Cell3707_1,Group1,1
Cell3708_1,Group4,4
Cell3709_1,Group3,3
Cell3710_1,Group1,1
Cell3711_1,Group5,5
Cell3712_1,Group1,1
Cell3713_1,Group5,5
Cell3714_1,Group4,4
Cell3715_1,Group1,1
Cell3716_1,Group5,5
Cell3717_1,Group1,1
Cell3718_1,Group1,1
Cell3719_1,Group2,2
Cell3720_1,Group3,3
Cell3721_1,Group5,5
Cell3722_1,Group5,5
Cell3723_1,Group4,4
Cell3724_1,Group1,1
Cell3725_1,Group2,2
Cell3726_1,Group2,2
Cell3727_1,Group2,2
Cell3728_1,Group5,5
Cell3729_1,Group3,3
Cell3730_1,Group1,1
Cell3731_1,Group2,2
Cell3732_1,Group2,2
Cell3733_1,Group3,3
Cell3734_1,Group4,4
Cell3735_1,Group3,3
Cell3736_1,Group5,5
Cell3737_1,Group1,1
Cell3738_1,Group4,4
Cell3739_1,Group2,2
Cell3740_1,Group1,1
Cell3741_1,Group5,5
Cell3742_1,Group5,5
Cell3743_1,Group4,4
Cell3744_1,Group5,5
Cell3745_1,Group2,2
Cell3746_1,Group1,1
Cell3747_1,Group5,5
Cell3748_1,Group3,3
Cell3749_1,Group3,3
Cell3750_1,Group3,3
Cell3751_1,Group1,1
Cell3752_1,Group3,3
Cell3753_1,Group5,5
Cell3754_1,Group1,1
Cell3755_1,Group3,3
Cell3756_1,Group5,5
Cell3757_1,Group4,4
Cell3758_1,Group3,3
Cell3759_1,Group1,1
Cell3760_1,Group2,2
Cell3761_1,Group1,1
Cell3762_1,Group2,2
Cell3763_1,Group2,2
Cell3764_1,Group2,2
Cell3765_1,Group4,4
Cell3766_1,Group4,4
Cell3767_1,Group5,5
Cell3768_1,Group1,1
Cell3769_1,Group3,3
Cell3770_1,Group3,3
Cell3771_1,Group5,5
Cell3772_1,Group1,1
Cell3773_1,Group3,3
Cell3774_1,Group3,3
Cell3775_1,Group4,4
Cell3776_1,Group1,1
Cell3777_1,Group3,3
Cell3778_1,Group4,4
Cell3779_1,Group5,5
Cell3780_1,Group1,1
Cell3781_1,Group3,3
Cell3782_1,Group2,2
Cell3783_1,Group3,3
Cell3784_1,Group3,3
Cell3785_1,Group3,3
Cell3786_1,Group3,3
Cell3787_1,Group2,2
Cell3788_1,Group1,1
Cell3789_1,Group1,1
Cell3790_1,Group2,2
Cell3791_1,Group2,2
Cell3792_1,Group1,1
Cell3793_1,Group3,3
Cell3794_1,Group4,4
Cell3795_1,Group2,2
Cell3796_1,Group5,5
Cell3797_1,Group5,5
Cell3798_1,Group2,2
Cell3799_1,Group5,5
Cell3800_1,Group5,5
Cell3801_1,Group2,2
Cell3802_1,Group1,1
Cell3803_1,Group2,2
Cell3804_1,Group4,4
Cell3805_1,Group3,3
Cell3806_1,Group4,4
Cell3807_1,Group2,2
Cell3808_1,Group4,4
Cell3809_1,Group2,2
Cell3810_1,Group2,2
Cell3811_1,Group2,2
Cell3812_1,Group3,3
Cell3813_1,Group1,1
Cell3814_1,Group5,5
Cell3815_1,Group5,5
Cell3816_1,Group2,2
Cell3817_1,Group3,3
Cell3818_1,Group3,3
Cell3819_1,Group2,2
Cell3820_1,Group1,1
Cell3821_1,Group3,3
Cell3822_1,Group1,1
Cell3823_1,Group4,4
Cell3824_1,Group5,5
Cell3825_1,Group2,2
Cell3826_1,Group2,2
Cell3827_1,Group2,2
Cell3828_1,Group5,5
Cell3829_1,Group5,5
Cell3830_1,Group2,2
Cell3831_1,Group2,2
Cell3832_1,Group3,3
Cell3833_1,Group1,1
Cell3834_1,Group4,4
Cell3835_1,Group1,1
Cell3836_1,Group5,5
Cell3837_1,Group1,1
Cell3838_1,Group5,5
Cell3839_1,Group5,5
Cell3840_1,Group2,2
Cell3841_1,Group1,1
Cell3842_1,Group1,1
Cell3843_1,Group4,4
Cell3844_1,Group4,4
Cell3845_1,Group5,5
Cell3846_1,Group5,5
Cell3847_1,Group5,5
Cell3848_1,Group2,2
Cell3849_1,Group1,1
Cell3850_1,Group2,2
Cell3851_1,Group3,3
Cell3852_1,Group4,4
Cell3853_1,Group3,3
Cell3854_1,Group3,3
Cell3855_1,Group4,4
Cell3856_1,Group3,3
Cell3857_1,Group1,1
Cell3858_1,Group2,2
Cell3859_1,Group5,5
Cell3860_1,Group2,2
Cell3861_1,Group4,4
Cell3862_1,Group4,4
Cell3863_1,Group2,2
Cell3864_1,Group2,2
Cell3865_1,Group2,2
Cell3866_1,Group5,5
Cell3867_1,Group2,2
Cell3868_1,Group5,5
Cell3869_1,Group5,5
Cell3870_1,Group3,3
Cell3871_1,Group5,5
Cell3872_1,Group4,4
Cell3873_1,Group4,4
Cell3874_1,Group4,4
Cell3875_1,Group5,5
Cell3876_1,Group4,4
Cell3877_1,Group2,2
Cell3878_1,Group4,4
Cell3879_1,Group3,3
Cell3880_1,Group5,5
Cell3881_1,Group1,1
Cell3882_1,Group5,5
Cell3883_1,Group4,4
Cell3884_1,Group4,4
Cell3885_1,Group5,5
Cell3886_1,Group3,3
Cell3887_1,Group3,3
Cell3888_1,Group3,3
Cell3889_1,Group5,5
Cell3890_1,Group1,1
Cell3891_1,Group2,2
Cell3892_1,Group3,3
Cell3893_1,Group4,4
Cell3894_1,Group3,3
Cell3895_1,Group2,2
Cell3896_1,Group2,2
Cell3897_1,Group1,1
Cell3898_1,Group1,1
Cell3899_1,Group3,3
Cell3900_1,Group1,1
Cell3901_1,Group5,5
Cell3902_1,Group4,4
Cell3903_1,Group5,5
Cell3904_1,Group3,3
Cell3905_1,Group3,3
Cell3906_1,Group1,1
Cell3907_1,Group1,1
Cell3908_1,Group3,3
Cell3909_1,Group5,5
Cell3910_1,Group5,5
Cell3911_1,Group3,3
Cell3912_1,Group1,1
Cell3913_1,Group5,5
Cell3914_1,Group2,2
Cell3915_1,Group5,5
Cell3916_1,Group5,5
Cell3917_1,Group2,2
Cell3918_1,Group2,2
Cell3919_1,Group1,1
Cell3920_1,Group3,3
Cell3921_1,Group4,4
Cell3922_1,Group3,3
Cell3923_1,Group4,4
Cell3924_1,Group1,1
Cell3925_1,Group2,2
Cell3926_1,Group4,4
Cell3927_1,Group4,4
Cell3928_1,Group1,1
Cell3929_1,Group1,1
Cell3930_1,Group5,5
Cell3931_1,Group2,2
Cell3932_1,Group2,2
Cell3933_1,Group4,4
Cell3934_1,Group1,1
Cell3935_1,Group1,1
Cell3936_1,Group5,5
Cell3937_1,Group5,5
Cell3938_1,Group3,3
Cell3939_1,Group5,5
Cell3940_1,Group1,1
Cell3941_1,Group4,4
Cell3942_1,Group5,5
Cell3943_1,Group4,4
Cell3944_1,Group2,2
Cell3945_1,Group5,5
Cell3946_1,Group5,5
Cell3947_1,Group2,2
Cell3948_1,Group4,4
Cell3949_1,Group3,3
Cell3950_1,Group2,2
Cell3951_1,Group4,4
Cell3952_1,Group1,1
Cell3953_1,Group3,3
Cell3954_1,Group4,4
Cell3955_1,Group1,1
Cell3956_1,Group3,3
Cell3957_1,Group5,5
Cell3958_1,Group3,3
Cell3959_1,Group4,4
Cell3960_1,Group3,3
Cell3961_1,Group1,1
Cell3962_1,Group5,5
Cell3963_1,Group3,3
Cell3964_1,Group4,4
Cell3965_1,Group3,3
Cell3966_1,Group1,1
Cell3967_1,Group3,3
Cell3968_1,Group2,2
Cell3969_1,Group4,4
Cell3970_1,Group2,2
Cell3971_1,Group1,1
Cell3972_1,Group3,3
Cell3973_1,Group1,1
Cell3974_1,Group1,1
Cell3975_1,Group5,5
Cell3976_1,Group3,3
Cell3977_1,Group3,3
Cell3978_1,Group1,1
Cell3979_1,Group3,3
Cell3980_1,Group3,3
Cell3981_1,Group4,4
Cell3982_1,Group3,3
Cell3983_1,Group4,4
Cell3984_1,Group4,4
Cell3985_1,Group1,1
Cell3986_1,Group5,5
Cell3987_1,Group3,3
Cell3988_1,Group2,2
Cell3989_1,Group5,5
Cell3990_1,Group5,5
Cell3991_1,Group1,1
Cell3992_1,Group5,5
Cell3993_1,Group2,2
Cell3994_1,Group4,4
Cell3995_1,Group1,1
Cell3996_1,Group3,3
Cell3997_1,Group2,2
Cell3998_1,Group4,4
Cell3999_1,Group2,2
Cell4000_1,Group2,2
Cell4001_1,Group4,4
Cell4002_1,Group4,4
Cell4003_1,Group5,5
Cell4004_1,Group3,3
Cell4005_1,Group3,3
Cell4006_1,Group3,3
Cell4007_1,Group3,3
Cell4008_1,Group4,4
Cell4009_1,Group2,2
Cell4010_1,Group1,1
Cell4011_1,Group2,2
Cell4012_1,Group5,5
Cell4013_1,Group5,5
Cell4014_1,Group4,4
Cell4015_1,Group3,3
Cell4016_1,Group5,5
Cell4017_1,Group1,1
Cell4018_1,Group5,5
Cell4019_1,Group4,4
Cell4020_1,Group3,3
Cell4021_1,Group5,5
Cell4022_1,Group3,3
Cell4023_1,Group1,1
Cell4024_1,Group2,2
Cell4025_1,Group3,3
Cell4026_1,Group1,1
Cell4027_1,Group2,2
Cell4028_1,Group2,2
Cell4029_1,Group3,3
Cell4030_1,Group1,1
Cell4031_1,Group5,5
Cell4032_1,Group4,4
Cell4033_1,Group5,5
Cell4034_1,Group5,5
Cell4035_1,Group3,3
Cell4036_1,Group2,2
Cell4037_1,Group4,4
Cell4038_1,Group5,5
Cell4039_1,Group2,2
Cell4040_1,Group3,3
Cell4041_1,Group1,1
Cell4042_1,Group4,4
Cell4043_1,Group5,5
Cell4044_1,Group5,5
Cell4045_1,Group4,4
Cell4046_1,Group3,3
Cell4047_1,Group1,1
Cell4048_1,Group4,4
Cell4049_1,Group5,5
Cell4050_1,Group3,3
Cell4051_1,Group5,5
Cell4052_1,Group3,3
Cell4053_1,Group2,2
Cell4054_1,Group4,4
Cell4055_1,Group4,4
Cell4056_1,Group1,1
Cell4057_1,Group4,4
Cell4058_1,Group1,1
Cell4059_1,Group2,2
Cell4060_1,Group5,5
Cell4061_1,Group5,5
Cell4062_1,Group1,1
Cell4063_1,Group2,2
Cell4064_1,Group3,3
Cell4065_1,Group2,2
Cell4066_1,Group5,5
Cell4067_1,Group1,1
Cell4068_1,Group4,4
Cell4069_1,Group1,1
Cell4070_1,Group4,4
Cell4071_1,Group1,1
Cell4072_1,Group3,3
Cell4073_1,Group1,1
Cell4074_1,Group4,4
Cell4075_1,Group5,5
Cell4076_1,Group3,3
Cell4077_1,Group4,4
Cell4078_1,Group2,2
Cell4079_1,Group2,2
Cell4080_1,Group3,3
Cell4081_1,Group3,3
Cell4082_1,Group1,1
Cell4083_1,Group5,5
Cell4084_1,Group2,2
Cell4085_1,Group1,1
Cell4086_1,Group5,5
Cell4087_1,Group4,4
Cell4088_1,Group2,2
Cell4089_1,Group1,1
Cell4090_1,Group4,4
Cell4091_1,Group2,2
Cell4092_1,Group4,4
Cell4093_1,Group1,1
Cell4094_1,Group4,4
Cell4095_1,Group1,1
Cell4096_1,Group4,4
Cell4097_1,Group1,1
Cell4098_1,Group5,5
Cell4099_1,Group3,3
Cell4100_1,Group2,2
Cell4101_1,Group5,5
Cell4102_1,Group4,4
Cell4103_1,Group4,4
Cell4104_1,Group5,5
Cell4105_1,Group1,1
Cell4106_1,Group5,5
Cell4107_1,Group1,1
Cell4108_1,Group4,4
Cell4109_1,Group5,5
Cell4110_1,Group4,4
Cell4111_1,Group5,5
Cell4112_1,Group3,3
Cell4113_1,Group3,3
Cell4114_1,Group5,5
Cell4115_1,Group5,5
Cell4116_1,Group5,5
Cell4117_1,Group1,1
Cell4118_1,Group3,3
Cell4119_1,Group2,2
Cell4120_1,Group1,1
Cell4121_1,Group3,3
Cell4122_1,Group1,1
Cell4123_1,Group3,3
Cell4124_1,Group3,3
Cell4125_1,Group1,1
Cell4126_1,Group5,5
Cell4127_1,Group5,5
Cell4128_1,Group5,5
Cell4129_1,Group3,3
Cell4130_1,Group5,5
Cell4131_1,Group2,2
Cell4132_1,Group5,5
Cell4133_1,Group4,4
Cell4134_1,Group5,5
Cell4135_1,Group1,1
Cell4136_1,Group4,4
Cell4137_1,Group4,4
Cell4138_1,Group1,1
Cell4139_1,Group1,1
Cell4140_1,Group5,5
Cell4141_1,Group3,3
Cell4142_1,Group3,3
Cell4143_1,Group2,2
Cell4144_1,Group1,1
Cell4145_1,Group5,5
Cell4146_1,Group5,5
Cell4147_1,Group2,2
Cell4148_1,Group3,3
Cell4149_1,Group2,2
Cell4150_1,Group1,1
Cell4151_1,Group5,5
Cell4152_1,Group1,1
Cell4153_1,Group2,2
Cell4154_1,Group2,2
Cell4155_1,Group1,1
Cell4156_1,Group1,1
Cell4157_1,Group2,2
Cell4158_1,Group1,1
Cell4159_1,Group4,4
Cell4160_1,Group1,1
Cell4161_1,Group2,2
Cell4162_1,Group1,1
Cell4163_1,Group2,2
Cell4164_1,Group5,5
Cell4165_1,Group1,1
Cell4166_1,Group5,5
Cell4167_1,Group2,2
Cell4168_1,Group5,5
Cell4169_1,Group1,1
Cell4170_1,Group2,2
Cell4171_1,Group5,5
Cell4172_1,Group3,3
Cell4173_1,Group4,4
Cell4174_1,Group3,3
Cell4175_1,Group2,2
Cell4176_1,Group3,3
Cell4177_1,Group5,5
Cell4178_1,Group2,2
Cell4179_1,Group4,4
Cell4180_1,Group3,3
Cell4181_1,Group4,4
Cell4182_1,Group1,1
Cell4183_1,Group4,4
Cell4184_1,Group1,1
Cell4185_1,Group1,1
Cell4186_1,Group5,5
Cell4187_1,Group2,2
Cell4188_1,Group1,1
Cell4189_1,Group5,5
Cell4190_1,Group2,2
Cell4191_1,Group3,3
Cell4192_1,Group2,2
Cell4193_1,Group3,3
Cell4194_1,Group3,3
Cell4195_1,Group1,1
Cell4196_1,Group2,2
Cell4197_1,Group3,3
Cell4198_1,Group5,5
Cell4199_1,Group2,2
Cell4200_1,Group1,1
Cell4201_1,Group1,1
Cell4202_1,Group3,3
Cell4203_1,Group3,3
Cell4204_1,Group3,3
Cell4205_1,Group2,2
Cell4206_1,Group1,1
Cell4207_1,Group1,1
Cell4208_1,Group5,5
Cell4209_1,Group5,5
Cell4210_1,Group2,2
Cell4211_1,Group4,4
Cell4212_1,Group2,2
Cell4213_1,Group4,4
Cell4214_1,Group2,2
Cell4215_1,Group3,3
Cell4216_1,Group4,4
Cell4217_1,Group5,5
Cell4218_1,Group3,3
Cell4219_1,Group1,1
Cell4220_1,Group1,1
Cell4221_1,Group5,5
Cell4222_1,Group4,4
Cell4223_1,Group5,5
Cell4224_1,Group5,5
Cell4225_1,Group1,1
Cell4226_1,Group3,3
Cell4227_1,Group4,4
Cell4228_1,Group5,5
Cell4229_1,Group3,3
Cell4230_1,Group2,2
Cell4231_1,Group3,3
Cell4232_1,Group4,4
Cell4233_1,Group3,3
Cell4234_1,Group4,4
Cell4235_1,Group5,5
Cell4236_1,Group4,4
Cell4237_1,Group2,2
Cell4238_1,Group5,5
Cell4239_1,Group3,3
Cell4240_1,Group3,3
Cell4241_1,Group5,5
Cell4242_1,Group5,5
Cell4243_1,Group4,4
Cell4244_1,Group4,4
Cell4245_1,Group3,3
Cell4246_1,Group2,2
Cell4247_1,Group3,3
Cell4248_1,Group1,1
Cell4249_1,Group1,1
Cell4250_1,Group3,3
Cell4251_1,Group3,3
Cell4252_1,Group1,1
Cell4253_1,Group2,2
Cell4254_1,Group4,4
Cell4255_1,Group4,4
Cell4256_1,Group5,5
Cell4257_1,Group5,5
Cell4258_1,Group5,5
Cell4259_1,Group2,2
Cell4260_1,Group1,1
Cell4261_1,Group2,2
Cell4262_1,Group3,3
Cell4263_1,Group3,3
Cell4264_1,Group3,3
Cell4265_1,Group5,5
Cell4266_1,Group1,1
Cell4267_1,Group5,5
Cell4268_1,Group3,3
Cell4269_1,Group1,1
Cell4270_1,Group3,3
Cell4271_1,Group4,4
Cell4272_1,Group5,5
Cell4273_1,Group4,4
Cell4274_1,Group4,4
Cell4275_1,Group1,1
Cell4276_1,Group5,5
Cell4277_1,Group5,5
Cell4278_1,Group3,3
Cell4279_1,Group2,2
Cell4280_1,Group2,2
Cell4281_1,Group4,4
Cell4282_1,Group5,5
Cell4283_1,Group4,4
Cell4284_1,Group5,5
Cell4285_1,Group5,5
Cell4286_1,Group3,3
Cell4287_1,Group2,2
Cell4288_1,Group4,4
Cell4289_1,Group5,5
Cell4290_1,Group5,5
Cell4291_1,Group5,5
Cell4292_1,Group5,5
Cell4293_1,Group3,3
Cell4294_1,Group3,3
Cell4295_1,Group4,4
Cell4296_1,Group4,4
Cell4297_1,Group2,2
Cell4298_1,Group4,4
Cell4299_1,Group2,2
Cell4300_1,Group4,4
Cell4301_1,Group1,1
Cell4302_1,Group5,5
Cell4303_1,Group4,4
Cell4304_1,Group4,4
Cell4305_1,Group4,4
Cell4306_1,Group3,3
Cell4307_1,Group5,5
Cell4308_1,Group4,4
Cell4309_1,Group2,2
Cell4310_1,Group1,1
Cell4311_1,Group2,2
Cell4312_1,Group5,5
Cell4313_1,Group1,1
Cell4314_1,Group1,1
Cell4315_1,Group5,5
Cell4316_1,Group4,4
Cell4317_1,Group5,5
Cell4318_1,Group1,1
Cell4319_1,Group2,2
Cell4320_1,Group4,4
Cell4321_1,Group5,5
Cell4322_1,Group4,4
Cell4323_1,Group1,1
Cell4324_1,Group3,3
Cell4325_1,Group3,3
Cell4326_1,Group2,2
Cell4327_1,Group2,2
Cell4328_1,Group5,5
Cell4329_1,Group1,1
Cell4330_1,Group1,1
Cell4331_1,Group2,2
Cell4332_1,Group2,2
Cell4333_1,Group5,5
Cell4334_1,Group4,4
Cell4335_1,Group5,5
Cell4336_1,Group5,5
Cell4337_1,Group3,3
Cell4338_1,Group1,1
Cell4339_1,Group2,2
Cell4340_1,Group2,2
Cell4341_1,Group3,3
Cell4342_1,Group4,4
Cell4343_1,Group5,5
Cell4344_1,Group1,1
Cell4345_1,Group4,4
Cell4346_1,Group1,1
Cell4347_1,Group5,5
Cell4348_1,Group4,4
Cell4349_1,Group3,3
Cell4350_1,Group2,2
Cell4351_1,Group4,4
Cell4352_1,Group3,3
Cell4353_1,Group1,1
Cell4354_1,Group1,1
Cell4355_1,Group5,5
Cell4356_1,Group3,3
Cell4357_1,Group1,1
Cell4358_1,Group5,5
Cell4359_1,Group2,2
Cell4360_1,Group1,1
Cell4361_1,Group4,4
Cell4362_1,Group2,2
Cell4363_1,Group1,1
Cell4364_1,Group3,3
Cell4365_1,Group5,5
Cell4366_1,Group3,3
Cell4367_1,Group2,2
Cell4368_1,Group4,4
Cell4369_1,Group2,2
Cell4370_1,Group2,2
Cell4371_1,Group1,1
Cell4372_1,Group2,2
Cell4373_1,Group1,1
Cell4374_1,Group1,1
Cell4375_1,Group3,3
Cell4376_1,Group1,1
Cell4377_1,Group3,3
Cell4378_1,Group3,3
Cell4379_1,Group1,1
Cell4380_1,Group2,2
Cell4381_1,Group4,4
Cell4382_1,Group1,1
Cell4383_1,Group2,2
Cell4384_1,Group5,5
Cell4385_1,Group2,2
Cell4386_1,Group3,3
Cell4387_1,Group1,1
Cell4388_1,Group3,3
Cell4389_1,Group1,1
Cell4390_1,Group5,5
Cell4391_1,Group1,1
Cell4392_1,Group1,1
Cell4393_1,Group5,5
Cell4394_1,Group3,3
Cell4395_1,Group5,5
Cell4396_1,Group1,1
Cell4397_1,Group2,2
Cell4398_1,Group3,3
Cell4399_1,Group5,5
Cell4400_1,Group3,3
Cell4401_1,Group1,1
Cell4402_1,Group4,4
Cell4403_1,Group1,1
Cell4404_1,Group5,5
Cell4405_1,Group5,5
Cell4406_1,Group3,3
Cell4407_1,Group5,5
Cell4408_1,Group5,5
Cell4409_1,Group5,5
Cell4410_1,Group4,4
Cell4411_1,Group5,5
Cell4412_1,Group2,2
Cell4413_1,Group3,3
Cell4414_1,Group5,5
Cell4415_1,Group4,4
Cell4416_1,Group4,4
Cell4417_1,Group1,1
Cell4418_1,Group3,3
Cell4419_1,Group2,2
Cell4420_1,Group4,4
Cell4421_1,Group5,5
Cell4422_1,Group5,5
Cell4423_1,Group1,1
Cell4424_1,Group3,3
Cell4425_1,Group5,5
Cell4426_1,Group3,3
Cell4427_1,Group5,5
Cell4428_1,Group2,2
Cell4429_1,Group4,4
Cell4430_1,Group5,5
Cell4431_1,Group4,4
Cell4432_1,Group4,4
Cell4433_1,Group5,5
Cell4434_1,Group5,5
Cell4435_1,Group1,1
Cell4436_1,Group1,1
Cell4437_1,Group4,4
Cell4438_1,Group2,2
Cell4439_1,Group5,5
Cell4440_1,Group4,4
Cell4441_1,Group1,1
Cell4442_1,Group3,3
Cell4443_1,Group5,5
Cell4444_1,Group5,5
Cell4445_1,Group2,2
Cell4446_1,Group4,4
Cell4447_1,Group3,3
Cell4448_1,Group1,1
Cell4449_1,Group3,3
Cell4450_1,Group5,5
Cell4451_1,Group4,4
Cell4452_1,Group5,5
Cell4453_1,Group5,5
